Full Auction title,"Is it ""no reserve""",Year,Make,Model Family,Model identifier,Era,Origin,Category,Number of comments,Seller,Private party or dealer,Ext. Color Group,Int. Color Group,Buyer,Odometer,Miles of kilometers,Location,Chassis/VIN,Status,Value,Auction end day,Auction end month,Auction end day number,Auction end time,Auction end year,Number of bids,Auction URL,Number of views,Watchers
2001 Mercedes-Benz SLK320 6-Speed,Y,2001,Mercedes-Benz,Mercedes-Benz SLK-Class,,2000s,German,Convertibles,24,Captain065 https://bringatrailer.com/member/captain065/,Private Party,,Black,TyStanton https://bringatrailer.com/member/tystanton/,54k,Miles,80228,WDBKK65F11F221901,Sold,"$10,500",Tuesday,May,30,10:25pm,2023,16,https://bringatrailer.com/listing/2001-mercedes-benz-slk320-30/,"3,921",281
30k-Mile 2007 Honda S2000,N,2007,Honda,Honda S2000,ap2,2000s,Japanese,Convertibles,38,tinchere https://bringatrailer.com/member/tinchere/,Dealer,,Red,radergator https://bringatrailer.com/member/radergator/,30k,Miles,"Clearwater, Florida 33764",JHMAP21427S001791,Sold,"$33,000",Tuesday,May,30,10:19pm,2023,18,https://bringatrailer.com/listing/30k-mile-2007-honda-s2000/,"5,356",635
1967 Jeep Jeepster Commando Convertible,N,1967,Jeep,Jeep Jeepster Commando,,1960s,American,Convertibles,12,joeg94 https://bringatrailer.com/member/joeg94/,Private Party,,,,54k,Miles,"Faribault, Minnesota 55021",870101611973,Not Sold,"$18,500",Tuesday,May,30,10:12pm,2023,37,https://bringatrailer.com/listing/1967-jeepster-commando-16/,"6,992",693
21-Years-Owned 1998 Porsche Boxster 5-Speed,N,1998,Porsche,Porsche 986 Boxster,986,1990s,German,Convertibles,37,boomdozer https://bringatrailer.com/member/boomdozer/,Private Party,,Silver,Jmize https://bringatrailer.com/member/jmize/,21-Years-Owned,,"Ardsley, New York 10502",WP0CA2989WS621121,Sold,"$11,200",Tuesday,May,30,10:10pm,2023,49,https://bringatrailer.com/listing/1998-porsche-boxster-86/,"5,930",548
37k-Mile 1986 Ford Mustang GT Convertible 5-Speed,Y,1986,Ford,Ford Fox-Body Mustang,,1980s,American,Convertibles,26,Bulletmotorsportsinc https://bringatrailer.com/member/bulletmotorsportsinc/,Dealer,,Red,ramit31 https://bringatrailer.com/member/ramit31/,37k,Miles,"Lauderhill, Florida 33312",1FABP27M6GF288497,Sold,"$20,500",Tuesday,May,30,9:44pm,2023,33,https://bringatrailer.com/listing/1986-ford-mustang-convertible-12/,"6,698",717
30k-Mile 2002 Maserati Spyder GT 6-Speed,N,2002,Maserati,Maserati Coupe & Spyder,,2000s,Italian,Convertibles,75,TheGonz https://bringatrailer.com/member/thegonz/,Private Party,,Brown,RChenaur https://bringatrailer.com/member/rchenaur/,30k,Miles,"Jacksonville, Florida 32256",ZAMBB18A720006026,Sold,"$31,500",Tuesday,May,30,9:44pm,2023,24,https://bringatrailer.com/listing/2002-maserati-spyder-20/,"5,897",547
1955 MG TF 1500,N,1955 1500,MG,MG TF,,1950s,British,Convertibles,39,JohnMedley https://bringatrailer.com/member/johnmedley/,Private Party,Red,Black,Jag73e https://bringatrailer.com/member/jag73e/,16k,Miles,"Owensboro, Kentucky 42303",HDC467185,Sold,"$19,250",Tuesday,May,30,9:42pm,2023,30,https://bringatrailer.com/listing/1955-mg-tf-1500-33/,"6,760",714
1965 Chevrolet Corvair Corsa Convertible,N,1965,Chevrolet,Chevrolet Corvair (1965-1969),,1960s,American,Convertibles,113,genevamotorcars https://bringatrailer.com/member/genevamotorcars/,Dealer,Red,Black,dogmad7 https://bringatrailer.com/member/dogmad7/,63k,Miles,"Darien, Wisconsin 53114",107675W273871,Sold,"$12,000",Tuesday,May,30,8:52pm,2023,28,https://bringatrailer.com/listing/1965-chevrolet-corvair-49/,"7,947",727
Twin-Turbocharged 2004 Dodge Viper SRT-10 Roadster,N,2004,Dodge,Dodge Viper ZB I (2003-2006),,2000s,American,Convertibles,48,nautoncall https://bringatrailer.com/member/nautoncall/,Private Party,,,Rino1425 https://bringatrailer.com/member/rino1425/,21k,Miles,"Fayette, Alabama 35555",1B3JZ65Z74V101275,Sold,"$61,500",Tuesday,May,30,8:41pm,2023,32,https://bringatrailer.com/listing/2004-dodge-viper-srt-10-roadster-14/,"10,651",623
1966 Ford Mustang Convertible,Y,1966,Ford,Ford Mustang 1964.5-1966,,1960s,American,Convertibles,46,BuyExoticsDirect https://bringatrailer.com/member/buyexoticsdirect/,Dealer,Blue,White,rfb659 https://bringatrailer.com/member/rfb659/,85k,Miles,"Greenwood Village, Colorado 80108",6F08T318149,Sold,"$18,000",Tuesday,May,30,8:15pm,2023,21,https://bringatrailer.com/listing/1966-ford-mustang-convertible-39/,"12,670","1,119"
6k-Mile 2004 Ford Mustang SVT Cobra Mystichrome Convertible,N,2004,Ford,Ford Mustang SN95 1994-2004,,2000s,American,Convertibles,46,Pjborella711 https://bringatrailer.com/member/pjborella711/,Private Party,,,,6k,Miles,"Estero, Florida 33928",1FAFP49Y94F158920,Not Sold,"$51,500",Tuesday,May,30,8:14pm,2023,14,https://bringatrailer.com/listing/2004-ford-mustang-132/,"6,335",530
38k-Mile 2006 Porsche 911 Carrera 4S Cabriolet X51 6-Speed,N,2006,Porsche,Porsche 997 911 (Non-Turbo/GT2/GT3),,2000s,German,Convertibles,49,ckr78 https://bringatrailer.com/member/ckr78/,Dealer,,,Levbley https://bringatrailer.com/member/levbley/,38k,Miles,"Edgewater Park, New Jersey 08010",WP0CB299X6S768571,Sold,"$56,500",Tuesday,May,30,8:05pm,2023,9,https://bringatrailer.com/listing/2006-porsche-911-carrera-4s-cabriolet-25/,"10,062","1,022"
47-Years-Owned 1960 Mercedes-Benz 190SL Project,N,1960,Mercedes-Benz,Mercedes-Benz 190SL,,1960s,German,Convertibles,42,MorganCartwright https://bringatrailer.com/member/morgancartwright/,Private Party,,White,,Non-Running,Project,"Smokey Point, Washington 98223",12104010016246,Not Sold,"$44,750",Tuesday,May,30,7:29pm,2023,45,https://bringatrailer.com/listing/1960-mercedes-benz-190sl-49/,"9,683",885
9k-Mile 1991 Mazda MX-5 Miata 5-Speed,N,1991,Mazda,Mazda NA MX-5 Miata,"eunos, mx-5, mx5, na, na miata",1990s,Japanese,Convertibles,52,brobey1970 https://bringatrailer.com/member/brobey1970/,Dealer,,Silver,pjbarry https://bringatrailer.com/member/pjbarry/,9k,Miles,"Frederick, Maryland 21702",JM1NA3513M1220948,Sold,"$16,000",Monday,May,29,11:43pm,2023,20,https://bringatrailer.com/listing/9k-mile-1991-mazda-mx-5-miata-5-speed/,"5,772",468
25k-Kilometer 2002 BMW Z8,N,2002,BMW,BMW Z8,,2000s,German,Located in Canada,55,lromanosky https://bringatrailer.com/member/lromanosky/,Private Party,Blue,,,25k,Kilometers,"Calgary, Alberta, Canada",WBAEJ13412AH61334,Not Sold,"$240,000",Monday,May,29,11:36pm,2023,41,https://bringatrailer.com/listing/2002-bmw-z8-78/,"10,088",803
27k-Mile 2006 Pontiac Solstice 5-Speed,Y,2006,Pontiac,Pontiac Solstice,,2000s,American,Convertibles,13,stainlessillusion https://bringatrailer.com/member/stainlessillusion/,Private Party,,Gray,auslex22 https://bringatrailer.com/member/auslex22/,27k,Miles,"Shakertown, Kentucky 40330",1G2MB33B56Y100376,Sold,"$15,500",Monday,May,29,11:14pm,2023,30,https://bringatrailer.com/listing/2006-pontiac-solstice-46/,"5,139",539
1974 Fiat 124 Spider,Y,1974,Fiat,Fiat 124 Spider (1966-1985),,1970s,Italian,Convertibles,72,Max124 https://bringatrailer.com/member/max124/,Private Party,Orange,Black,GTF https://bringatrailer.com/member/gtf/,59k,Miles,"West Bloomfield, Michigan 48323",124CS10074212,Sold,"$13,000",Monday,May,29,11:13pm,2023,30,https://bringatrailer.com/listing/1974-fiat-124-spider-14/,"8,267",746
427-Powered Superformance MKIII 5-Speed,N,,Shelby,Shelby Cobra Replica,,1960s,American,Convertibles,63,joshrt10 https://bringatrailer.com/member/joshrt10/,Dealer,Blue,Black,classicsforme https://bringatrailer.com/member/classicsforme/,1,Mile,"Rockville, Maryland 20850",SPO3630,Sold,"$100,000",Monday,May,29,10:40pm,2023,13,https://bringatrailer.com/listing/superformance-mkiii-15/,"8,704",765
34k-Mile 2010 BMW 650i Convertible,N,2010,BMW,BMW E63/E64 6-Series,,2010s,German,Convertibles,40,lancastercarco https://bringatrailer.com/member/lancastercarco/,Dealer,,Red,autodan56 https://bringatrailer.com/member/autodan56/,34k,Miles,"Sporting Hill, Pennsylvania 17545",WBAEB5C50AC225567,Sold,"$26,250",Monday,May,29,10:28pm,2023,20,https://bringatrailer.com/listing/2010-bmw-650i-convertible-6-speed/,"4,923",458
1960 MG MGA 1600 Roadster,N,1960 1600,MG,MG MGA,"mg, mg a",1960s,British,Convertibles,44,Moparbo https://bringatrailer.com/member/moparbo/,Private Party,,Red,kherbold https://bringatrailer.com/member/kherbold/,685,Miles,"Phoenix, Arizona 85051",GHNL69293,Sold,"$17,500",Monday,May,29,10:26pm,2023,21,https://bringatrailer.com/listing/1960-mg-mga-72/,"7,218",705
2008 BMW 328i Convertible,N,2008,BMW,BMW E92/E93 3-Series Coupe & Convertible,,2000s,German,Convertibles,23,1600veloce https://bringatrailer.com/member/1600veloce/,Dealer,White,Gray,tres80 https://bringatrailer.com/member/tres80/,68k,Miles,"North Salem, New York 10560",WBAWL13528PX19085,Sold,"$15,750",Monday,May,29,10:25pm,2023,31,https://bringatrailer.com/listing/2008-bmw-328i-convertible-9/,"3,143",331
43k-Mile 2005 BMW Z4 3.0i Roadster Sport 6-Speed,Y,2005,BMW,BMW Z4 Roadster E85,,2000s,German,Convertibles,18,SF_European https://bringatrailer.com/member/sf_european/,Dealer,Gray,Black,pewsung https://bringatrailer.com/member/pewsung/,43k,Miles,"San Francisco, California 94103",4USBT53565LT28754,Sold,"$15,000",Monday,May,29,10:23pm,2023,19,https://bringatrailer.com/listing/2005-bmw-z4-roadster-10/,"3,754",433
