Full Auction title,"Is it ""no reserve""",Year,Make,Model Family,Model identifier,Era,Origin,Category,Number of comments,Seller,Private party or dealer,Ext. Color Group,Int. Color Group,Buyer,Odometer,Miles of kilometers,Location,Chassis/VIN,Status,Value,Auction end day,Auction end month,Auction end day number,Auction end time,Auction end year,Number of bids,Auction URL,Number of views,Watchers
27k-Mile 2000 Porsche Boxster S 6-Speed,Y,2000,Porsche,Porsche 986 Boxster,986,2000s,German,Convertibles,42,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,Black,Gray,nathan4823 https://bringatrailer.com/member/nathan4823/,27k,Miles,"Yellow House, Pennsylvania 19518",WP0CB2985YU664021,Sold,"$23,250",Saturday,June,10,10:56pm,2023,25,https://bringatrailer.com/listing/2000-porsche-boxster-s-114/,"5,169",709
17k-Mile 1990 Chevrolet Corvette Convertible 6-Speed,Y,1990,Chevrolet,Chevrolet Corvette C4,,1990s,American,Convertibles,27,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,,Black,JODYO https://bringatrailer.com/member/jodyo/,17k,Miles,"Yellow House, Pennsylvania 19518",1G1YY3383L5110488,Sold,"$18,750",Saturday,June,10,10:49pm,2023,26,https://bringatrailer.com/listing/1990-chevrolet-corvette-convertible-10/,"3,825",505
10k-Mile 2002 Ford Thunderbird,N,2002,Ford,Ford Thunderbird (2002-2005),,2000s,American,Convertibles,14,BidRunner https://bringatrailer.com/member/bidrunner/,Dealer,Blue,Blue Black,43Biz https://bringatrailer.com/member/43biz/,10k,Miles,"Watertown, New York 13601",1FAHP60A62Y129803,Sold,"$19,999",Saturday,June,10,10:48pm,2023,15,https://bringatrailer.com/listing/2002-ford-thunderbird-179/,"2,855",335
1972 Triumph TR6,N,1972,Triumph,Triumph TR6,,1970s,British,Convertibles,57,Billac https://bringatrailer.com/member/billac/,Private Party,Green,Black,Rmcnally11 https://bringatrailer.com/member/rmcnally11/,67k,Miles,"Phoenix, Arizona 85022",CC75897L,Sold,"$18,700",Saturday,June,10,10:32pm,2023,16,https://bringatrailer.com/listing/1972-triumph-tr6-93/,"9,581","1,005"
"1,400-Mile 2015 Mercedes-Benz SLS AMG GT Final Edition Roadster",N,2015,Mercedes-Benz,Mercedes-Benz SLS AMG,,2010s,German,Convertibles,50,iLussoOC https://bringatrailer.com/member/ilussooc/,Dealer,,Silver,Car4me https://bringatrailer.com/member/car4me/,"1,400",Miles,"Costa Mesa, California 92626",WDDRK7JA2FA011429,Sold,"$302,000",Saturday,June,10,10:31pm,2023,37,https://bringatrailer.com/listing/2015-mercedes-amg-sls-amg-gt-final-edition/,"10,921",691
1987 Mercedes-Benz 560SL,Y,1987,Mercedes-Benz,Mercedes-Benz R107 SL,"r107, sl",1980s,German,Convertibles,37,Dean_Laumbach https://bringatrailer.com/member/dean_laumbach/,Dealer,,Silver,RedHeadNSF https://bringatrailer.com/member/redheadnsf/,54k,Miles,"Wall Township, New Jersey 07753",WDBBA48D5HA068299,Sold,"$38,250",Saturday,June,10,10:12pm,2023,27,https://bringatrailer.com/listing/1987-mercedes-benz-560sl-384/,"6,522",747
1999 Porsche Boxster 5-Speed,Y,1999,Porsche,Porsche 986 Boxster,986,1990s,German,Convertibles,27,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,Silver,Blue,adnan999 https://bringatrailer.com/member/adnan999/,74k,Miles,"Yellow House, Pennsylvania 19518",WP0CA2985XU627164,Sold,"$14,250",Saturday,June,10,10:03pm,2023,20,https://bringatrailer.com/listing/1999-porsche-boxster-160/,"5,112",639
1968 Chevrolet Corvette Convertible 327/350 4-Speed,N,1968,Chevrolet,Chevrolet Corvette C3,c3,1960s,American,Convertibles,78,Daniel_wayne https://bringatrailer.com/member/daniel_wayne/,Private Party,Black,Black,Dland1968 https://bringatrailer.com/member/dland1968/,56k,Miles,"Phoenix, Arizona 85020",194678S413557,Sold,"$35,750",Saturday,June,10,9:58pm,2023,29,https://bringatrailer.com/listing/1968-chevrolet-corvette-327-29/,"10,489","1,209"
40-Years-Owned 1967 Jaguar XKE Series I 4.2 Roadster,N,1967,Jaguar,Jaguar XKE Series I,,1960s,British,Convertibles,54,Jbdangelo https://bringatrailer.com/member/jbdangelo/,Private Party,Red,Tan,BVTJr https://bringatrailer.com/member/bvtjr/,52k,Miles,"Utica, Michigan 48315",1E14824,Sold,"$111,000",Saturday,June,10,9:34pm,2023,33,https://bringatrailer.com/listing/1967-jaguar-xke-roadster-63/,"14,696","1,275"
2012 BMW M3 Convertible,N,2012,BMW,BMW E90/E92/E93 M3,,2010s,German,Convertibles,30,PCUTA https://bringatrailer.com/member/pcuta/,Private Party,,White,,73k,Miles,"Santa Barbara, California 93110",WBSDX9C51CE784973,Not Sold,"$19,000",Saturday,June,10,9:10pm,2023,10,https://bringatrailer.com/listing/2012-bmw-m3-convertible-8/,"4,293",380
LS3-Powered 1966 Chevrolet Corvette Convertible,N,1966,Chevrolet,Chevrolet Corvette C2,,1960s,American,Convertibles,76,fcort7 https://bringatrailer.com/member/fcort7/,Dealer,,,,266,Miles,"Carrollton, Texas 75006",194676S103099,Not Sold,"$180,000",Saturday,June,10,8:50pm,2023,10,https://bringatrailer.com/listing/1966-chevrolet-corvette-201/,"14,632","1,038"
1977 Morgan Plus 8 5-Speed,N,1977,Morgan,Morgan Plus 8,,1970s,British,Convertibles,59,DSilver https://bringatrailer.com/member/dsilver/,Private Party,Red,Black,,55k,Miles,"Mount Washington, Ohio 45230",R8287,Not Sold,"$33,500",Saturday,June,10,8:25pm,2023,15,https://bringatrailer.com/listing/1977-morgan-plus-8/,"7,165",570
44k-Mile 2006 Honda S2000,Y,2006,Honda,Honda S2000,ap2,2000s,Japanese,Convertibles,32,Wesley1029 https://bringatrailer.com/member/wesley1029/,Private Party,,Red,xfwy https://bringatrailer.com/member/xfwy/,44k,Miles,"Findlay, Ohio 45840",JHMAP21446S004934,Sold,"$33,250",Saturday,June,10,8:03pm,2023,44,https://bringatrailer.com/listing/2006-honda-s2000-106/,"9,469","1,021"
1986 Porsche 911 Carrera Cabriolet,N,1986,Porsche,Porsche 911 Carrera 3.2,"911, impact bumper, impact-bumper",1980s,German,Convertibles,30,treydye https://bringatrailer.com/member/treydye/,Private Party,Blue,Blue,,78k,Miles,"Atlanta, Georgia 30306",WP0EB0919GS170545,Not Sold,"$33,000",Saturday,June,10,7:27pm,2023,31,https://bringatrailer.com/listing/1986-porsche-911-carrera-cabriolet-62/,"11,194","1,171"
2004 Chevrolet SSR,N,2004,Chevrolet,Chevrolet SSR,,2000s,American,Located in Canada,23,shantzy https://bringatrailer.com/member/shantzy/,Private Party,,Silver,,27k,Kilometers,"Spruce Grove, Alberta, Canada",1GCES14PX4B104521,Not Sold,"$16,800",Friday,June,9,11:51pm,2023,41,https://bringatrailer.com/listing/2004-chevrolet-ssr-59/,"3,265",294
MG MGB Roadster,N,,MG,MG MGB,"mg, mg b",1960s,British,Convertibles,38,t120rider https://bringatrailer.com/member/t120rider/,Private Party,,,Billium0160ga https://bringatrailer.com/member/billium0160ga/,68k,Miles,"Bellingham, Washington 98229",GHD3L110726,Sold,"$12,300",Friday,June,9,11:44pm,2023,4,https://bringatrailer.com/listing/1967-mg-mgb-48/,"8,240",720
1965 Jaguar XKE Series I 4.2 Roadster,N,1965,Jaguar,Jaguar XKE Series I,"e type, e-type",1960s,British,Convertibles,61,WJLaJolla https://bringatrailer.com/member/wjlajolla/,Dealer,Blue,Blue,fav1965 https://bringatrailer.com/member/fav1965/,95k,Miles,"La Jolla, California 92037",10309,Sold,"$120,000",Friday,June,9,11:32pm,2023,50,https://bringatrailer.com/listing/1965-jaguar-xke-roadster-31/,"17,434","1,585"
"4,900-Mile 2002 Ford Thunderbird",Y,2002,Ford,Ford Thunderbird (2002-2005),,2000s,American,Convertibles,20,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,Black,,kevin1974 https://bringatrailer.com/member/kevin1974/,"4,900",Miles,"Yellow House, Pennsylvania 19518",1FAHP60A12Y106638,Sold,"$22,500",Friday,June,9,11:26pm,2023,24,https://bringatrailer.com/listing/2002-ford-thunderbird-180/,"2,535",373
34k-Mile 2004 Jaguar XKR Convertible,Y,2004,Jaguar,Jaguar XKR,,2000s,British,Convertibles,16,Bear52 https://bringatrailer.com/member/bear52/,Private Party,,Beige,skimanwhite https://bringatrailer.com/member/skimanwhite/,34k,Miles,"Houston, Texas 77009",SAJDA42B043A39636,Sold,"$18,000",Friday,June,9,11:07pm,2023,26,https://bringatrailer.com/listing/2004-jaguar-xkr-convertible-2/,"6,193",805
1965 Ford Mustang Convertible 3-Speed,Y,1965,Ford,Ford Mustang 1964.5-1966,,1960s,American,Convertibles,32,alex_Interstate123 https://bringatrailer.com/member/alex_interstate123/,Dealer,Red,White,jwoodruff https://bringatrailer.com/member/jwoodruff/,44k,Miles,"Pennington, New Jersey 08534",5F08T703983,Sold,"$29,500",Friday,June,9,11:06pm,2023,23,https://bringatrailer.com/listing/1965-ford-mustang-convertible-166/,"6,099",670
23k-Mile 2013 Porsche Boxster S 6-Speed,Y,2013,Porsche,Porsche 981 Boxster,,2010s,German,Convertibles,43,DG_24 https://bringatrailer.com/member/dg_24/,Private Party,Gray,Black,ethanwagner75OK https://bringatrailer.com/member/ethanwagner75ok/,23k,Miles,"Town And Country, Missouri 63017",WP0CB2A80DK132337,Sold,"$55,500",Friday,June,9,11:06pm,2023,32,https://bringatrailer.com/listing/2013-porsche-boxster-s-15/,"9,139","1,090"
30k-Mile 2009 Porsche 911 Turbo Cabriolet 6-Speed,N,2009,Porsche,Porsche 997 Turbo,"997, 997 turbo",2000s,German,Convertibles,60,adamyad https://bringatrailer.com/member/adamyad/,Private Party,,Gray,puckfan https://bringatrailer.com/member/puckfan/,30k,Miles,"Kings Point, New York 11024",WP0CD29959S773384,Sold,"$100,000",Friday,June,9,10:46pm,2023,19,https://bringatrailer.com/listing/2009-porsche-911-turbo-cabriolet-46/,"8,019",962
23-Years-Family-Owned 1996 Chevrolet Corvette Convertible Collector Edition 6-Speed,Y,1996,Chevrolet,Chevrolet Corvette C4,,1990s,American,Convertibles,55,Oljim49 https://bringatrailer.com/member/oljim49/,Private Party,,,TWIN-LINE https://bringatrailer.com/member/twin-line/,Collector,Edition,"Washington Township, Ohio 45458",1G1YY3252T5106472,Sold,"$23,800",Friday,June,9,10:27pm,2023,27,https://bringatrailer.com/listing/1996-chevrolet-corvette-convertible-25/,"4,731",524
2003 Chevrolet Corvette Convertible,Y,2003,Chevrolet,Chevrolet Corvette C5,c5,2000s,American,Convertibles,15,JJModer https://bringatrailer.com/member/jjmoder/,Private Party,,Blue,kdcars https://bringatrailer.com/member/kdcars/,53k,Miles,"Village Of Palmetto Bay, Florida 33157",1G1YY32G935112769,Sold,"$19,500",Friday,June,9,10:25pm,2023,33,https://bringatrailer.com/listing/2003-chevrolet-corvette-convertible-19/,"5,752",618
1966 Sunbeam Tiger Mk 1A,N,1966,Sunbeam,Sunbeam Tiger,,1960s,British,Convertibles,70,compcar98 https://bringatrailer.com/member/compcar98/,Private Party,Red,Black,,24k,Miles,"Scottsdale, Arizona 85255",B382001168LRXFE,Not Sold,"$78,000",Friday,June,9,10:18pm,2023,18,https://bringatrailer.com/listing/1966-sunbeam-tiger-61/,"8,925",802
1982 Mercedes-Benz 380SL,Y,1982,Mercedes-Benz,Mercedes-Benz R107 SL,"r107, sl",1980s,German,Convertibles,14,choicedealsnc2017 https://bringatrailer.com/member/choicedealsnc2017/,Dealer,Ivory,Tan,Podgie https://bringatrailer.com/member/podgie/,150k,Miles,"Raleigh, North Carolina 27606",WDBBA45A9CB012718,Sold,"$12,373",Friday,June,9,10:01pm,2023,39,https://bringatrailer.com/listing/1982-mercedes-benz-380sl-65/,"3,991",375
1994 Mazda MX-5 Miata 5-Speed,Y,1994,Mazda,Mazda NA MX-5 Miata,"eunos, mx-5, mx5, na, na miata",1990s,Japanese,Convertibles,91,Jalabriwa https://bringatrailer.com/member/jalabriwa/,Private Party,,Black,Starcraft https://bringatrailer.com/member/starcraft/,50k,Miles,"Plymouth, Massachusetts 02360",JM1NA3530R0514791,Sold,"$9,400",Friday,June,9,9:51pm,2023,47,https://bringatrailer.com/listing/1994-mazda-mx-5-miata-96/,"8,867",784
1972 Buick Centurion Convertible,N,1972,,,,,,,,,,,,,,,,,,Friday,June,9,9:47pm,,17,https://bringatrailer.com/listing/1972-buick-centurion-2/,"6,278",540
54-Years-Owned 1957 Mercedes-Benz 220S Cabriolet Hydrak Project,N,1957,Mercedes-Benz,Mercedes-Benz Ponton,"220, ponton, w180",1950s,German,Convertibles,22,Bwhitaker https://bringatrailer.com/member/bwhitaker/,Private Party,,Red,Elicrest26 https://bringatrailer.com/member/elicrest26/,35k,Miles,"Santa Barbara, California 93111",180030Z7513004,Sold,"$40,250",Friday,June,9,9:38pm,2023,20,https://bringatrailer.com/listing/1957-mercedes-benz-220s-cabriolet-13/,"4,954",452
1987 Cadillac Allante,Y,1987,Cadillac,Cadillac Allanté,,1980s,American,Convertibles,73,FarmerPete https://bringatrailer.com/member/farmerpete/,Dealer,Silver,,NoMoreRoom https://bringatrailer.com/member/nomoreroom/,43k,Miles,"Elkton, Maryland 21921",1G6VR3174HU100148,Sold,"$8,100",Friday,June,9,9:20pm,2023,41,https://bringatrailer.com/listing/1987-cadillac-allante-12/,"5,293",514
2005 Toyota MR2 Spyder 5-Speed,N,2005,Toyota,Toyota W30 MR2,,2000s,Japanese,Convertibles,42,polartek https://bringatrailer.com/member/polartek/,Private Party,,Silver,,28k,Miles,"Parker, Colorado 80134",JTDFR320450072244,Not Sold,"$17,250",Friday,June,9,9:13pm,2023,9,https://bringatrailer.com/listing/2005-toyota-mr2-spyder/,"5,995",414
34k-Mile 2011 BMW 335i M Sport Convertible,N,2011,BMW,BMW E92/E93 3-Series Coupe & Convertible,,2010s,German,Convertibles,8,genevamotorcars https://bringatrailer.com/member/genevamotorcars/,Dealer,Blue,Black,Nuri https://bringatrailer.com/member/nuri/,34k,Miles,"Darien, Wisconsin 53114",WBADX7C55BE743639,Sold,"$20,750",Friday,June,9,9:07pm,2023,11,https://bringatrailer.com/listing/2011-bmw-335i-convertible-3/,"3,940",368
One-Owner 1962 Alfa Romeo Giulietta Spider,Y,1962,Alfa Romeo,Alfa Romeo 750/101 Series Giulietta & Giulia,,1960s,Italian,Convertibles,71,FantasyJunction https://bringatrailer.com/member/fantasyjunction/,Dealer,,,Rosefarm https://bringatrailer.com/member/rosefarm/,One,Owner,"Emeryville, California 94608",AR171277,Sold,"$66,500",Friday,June,9,8:42pm,2023,39,https://bringatrailer.com/listing/1962-alfa-romeo-giulietta-spider-12/,"10,908","1,124"
2022 Chevrolet Corvette Stingray C8.R Championship Edition Convertible,N,2022,Chevrolet,Chevrolet Corvette C8,,2020s,American,Convertibles,23,Kirb81 https://bringatrailer.com/member/kirb81/,Private Party,,,Supercoupe430 https://bringatrailer.com/member/supercoupe430/,"1,400",Miles,"Canfield, Ohio 44406",1G1YC3D41N5106632,Sold,"$114,000",Friday,June,9,8:31pm,2023,14,https://bringatrailer.com/listing/2022-chevrolet-corvette-stingray-convertible-19/,"5,845",632
1995 Porsche 911 Carrera Cabriolet 6-Speed,N,1995,Porsche,Porsche 993 911 (Non-Turbo/GT2),993,1990s,German,Convertibles,28,ddisal https://bringatrailer.com/member/ddisal/,Private Party,Black,Tan,BOJIBI https://bringatrailer.com/member/bojibi/,95k,Miles,"White Plains, New York 10607",WP0CA2997SS343239,Sold,"$50,000",Friday,June,9,8:10pm,2023,34,https://bringatrailer.com/listing/1995-porsche-911-carrera-cabriolet-102/,"7,609",841
2001 Qvale Mangusta,N,2001,,,,,,,,,,,,,,,,,,Friday,June,9,8:02pm,,14,https://bringatrailer.com/listing/2001-qvale-mangusta-12/,"7,210",373
1955 MG TF 1500 Project,Y,1955 1500,MG,MG TF,,1950s,British,Convertibles,35,MichaelsMotorCarsPA https://bringatrailer.com/member/michaelsmotorcarspa/,Dealer,,,54willys https://bringatrailer.com/member/54willys/,Engine,Number:,"West Lancaster, Pennsylvania 17603",TF8059,Sold,"$15,500",Friday,June,9,7:55pm,2023,30,https://bringatrailer.com/listing/1955-mg-tf-1500-36/,"8,478",774
1970 Jaguar XKE Series II Roadster,N,1970,Jaguar,Jaguar XKE Series II,"e type, e-type",1970s,British,Convertibles,23,PatricksClassics https://bringatrailer.com/member/patricksclassics/,Private Party,,Red,,93k,Miles,"Stockton, California 95202",1R12892,Not Sold,"$33,000",Friday,June,9,7:53pm,2023,15,https://bringatrailer.com/listing/1970-jaguar-xke-roadster-61/,"8,561",913
1956 Mercury Montclair Convertible,N,1956,,,mercury,,,,,,,,Gks2610 https://bringatrailer.com/member/gks2610/,,,,,,,Friday,June,9,7:34pm,,46,https://bringatrailer.com/listing/1956-mercury-montclair-6/,"8,555",663
Supercharged 350-Powered Ford-Style Roadster Hot Rod,Y,,Ford,Ford Hot Rod,,1930s,American,Convertibles,45,MohrImports https://bringatrailer.com/member/mohrimports/,Dealer,,,SDCustPerf https://bringatrailer.com/member/sdcustperf/,39k,Miles,"Monterey, California 93940",18281811,Sold,"$33,500",Friday,June,9,7:20pm,2023,26,https://bringatrailer.com/listing/1932-ford-roadster-148/,"11,619",890
44k-Mile 2000 BMW M Roadster,N,2000,BMW,BMW Z3 M Roadster,z3m,2000s,German,Convertibles,32,z3to993 https://bringatrailer.com/member/z3to993/,Private Party,,,TheCoak https://bringatrailer.com/member/thecoak/,44k,Miles,"Boca Raton, Florida 33433",WBSCK9342YLC92959,Sold,"$25,750",Friday,June,9,12:43am,2023,22,https://bringatrailer.com/listing/2000-bmw-m-roadster-161/,"5,811",684
1964 Chevrolet Corvette Convertible 4-Speed,N,1964,Chevrolet,Chevrolet Corvette C2,c2,1960s,American,Convertibles,35,JamesMurf https://bringatrailer.com/member/jamesmurf/,Private Party,Blue,Blue,,57k,Miles,"Murphys, California 95247",40867S107901,Not Sold,"$49,000",Friday,June,9,12:38am,2023,28,https://bringatrailer.com/listing/1964-chevrolet-corvette-141/,"9,156","1,179"
1949 Willys Jeepster,N,1949,Willys,Willys Jeepster,,1940s,American,Convertibles,11,300llc https://bringatrailer.com/member/300llc/,Dealer,Blue,Gray,,4k,Miles,"Corpus Christi, Texas 78401",85891,Not Sold,"$22,250",Friday,June,9,12:23am,2023,21,https://bringatrailer.com/listing/1949-willys-jeepster-35/,"4,568",477
18k-Mile 2004 Honda S2000,N,2004,Honda,Honda S2000,ap2,2000s,Japanese,Convertibles,66,911r https://bringatrailer.com/member/911r/,Dealer,,Blue,Dtmdave https://bringatrailer.com/member/dtmdave/,18k,Miles,"Portland, Oregon 97227",JHMAP21434T001630,Sold,"$36,000",Friday,June,9,12:12am,2023,26,https://bringatrailer.com/listing/2004-honda-s2000-146/,"7,354",789
35k-Mile 2003 Porsche Boxster S 6-Speed,N,2003,Porsche,Porsche 986 Boxster,986,2000s,German,Convertibles,51,mcqueens https://bringatrailer.com/member/mcqueens/,Dealer,Black,Gray,sdagger https://bringatrailer.com/member/sdagger/,35k,Miles,"Lewes Beach, Delaware 19958",WP0CB29843U662429,Sold,"$21,500",Friday,June,9,12:08am,2023,39,https://bringatrailer.com/listing/2003-porsche-boxster-s-58/,"5,675",704
1987 Mercedes-Benz 560SL,N,1987,Mercedes-Benz,Mercedes-Benz R107 SL,"r107, sl",1980s,German,Convertibles,27,autocrzy https://bringatrailer.com/member/autocrzy/,Dealer,,Black,PHW77 https://bringatrailer.com/member/phw77/,44k,Miles,"Westport, Massachusetts 02790",WDBBA48DXHA071280,Sold,"$30,500",Friday,June,9,12:06am,2023,24,https://bringatrailer.com/listing/1987-mercedes-benz-560sl-383/,"3,441",422
38k-Mile 2000 Porsche 911 Carrera Cabriolet 6-Speed,N,2000,Porsche,Porsche 996 911 (Non-Turbo/GT2/GT3),,2000s,German,Convertibles,24,a736713 https://bringatrailer.com/member/a736713/,Private Party,Blue,Gray,dmattes02 https://bringatrailer.com/member/dmattes02/,38k,Miles,"Village Of Golf, Florida 33436",WP0CA2994YS653812,Sold,"$23,000",Friday,June,9,12:02am,2023,7,https://bringatrailer.com/listing/2000-porsche-911-carrera-cabriolet-14/,"4,394",508
2006 BMW M3 Convertible 6-Speed,Y,2006,BMW,BMW E46 M3,"3 series, 3-series, e46, e46 m3",2000s,German,Convertibles,38,JoeGogo https://bringatrailer.com/member/joegogo/,Private Party,Black,,KB7051sml https://bringatrailer.com/member/kb7051sml/,83k,Miles,"New Market, Maryland 21774",WBSBR93436PK11042,Sold,"$32,255",Thursday,June,8,11:57pm,2023,23,https://bringatrailer.com/listing/2006-bmw-m3-convertible-91/,"7,032",728
